,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID,Severity
2999,41.5068493150685,16,6,87.1011850501367,0.192781103498016,78.5,1,28834.5769311732,2,1.05885006874956,10695,Minor_Damage_And_Injuries
9614,44.6118721461187,12,14,55.7885141294439,0.440887847097007,76.53,7,39241.561083223,1,0.0035131177309757,2557,Minor_Damage_And_Injuries
6021,49.5890410958904,10,14,56.3810391978122,0.466131265777136,77.0,3,20375.8154327724,2,0.102005621691898,8990,Significant_Damage_And_Serious_Injuries
1078,24.7945205479452,14,14,75.4785779398359,0.373451857194374,89.19,1,10541.4719849599,2,0.414537351776925,8351,Highly_Fatal_And_Damaging
1351,31.9634703196347,15,1,61.5770282588879,0.43259358095925,83.57,1,39741.3462846585,2,1.46200242626009,10421,Significant_Damage_And_Serious_Injuries
5973,25.5707762557078,14,8,71.8778486782133,0.22379444644789,76.66,1,49396.8764131783,2,1.9079256458467,11205,Highly_Fatal_And_Damaging
8666,37.0776255707762,14,0,56.517775752051,0.365878831590335,80.71,2,20955.0416104401,1,0.283595649158391,5864,Minor_Damage_And_Injuries
9159,50.3196347031963,13,1,49.2707383773929,0.662308690948431,79.43,3,29656.9767538356,1,0.147855294184092,2958,Highly_Fatal_And_Damaging
6717,51.5981735159817,17,1,68.0948040109389,0.452067075369635,81.92,7,40677.5102914524,3,0.0037163535779548,1229,Significant_Damage_And_Fatalities
3119,51.2328767123288,13,1,57.383773928897,0.303852145690588,77.2,2,37713.772281611,3,0.513039501471087,12208,Minor_Damage_And_Injuries
1421,24.8401826484018,18,2,84.1841385597083,0.333062387306166,78.92,1,19621.8759483386,2,0.717630663700448,227,Significant_Damage_And_Serious_Injuries
7429,25.7077625570776,14,2,65.2689152233364,0.306737107825459,80.27,4,30290.7501663771,2,0.055390533687851,9301,Highly_Fatal_And_Damaging
8702,68.4931506849315,11,1,60.7110300820419,0.338111071042192,79.19,6,42105.7225608308,2,0.0097338252896217,1059,Significant_Damage_And_Fatalities
3665,0.913242009132421,21,3,60.9845031905196,0.395089073205914,81.93,3,36844.8682699557,1,0.182900974770969,3285,Highly_Fatal_And_Damaging
8461,75.296803652968,6,1,89.2433910665451,0.168980165885323,77.36,4,23278.6288941255,2,0.0426308441003985,1726,Minor_Damage_And_Injuries
1265,49.5890410958904,10,15,55.7885141294439,0.502914532996754,77.62,4,24023.5877451124,1,0.0435695366800226,7856,Minor_Damage_And_Injuries
6624,40.7762557077626,13,5,76.7547857793984,0.272117562206996,76.2,3,33861.5536967773,3,0.16750355692314,1045,Significant_Damage_And_Serious_Injuries
6697,18.9041095890411,19,8,58.7511394712853,0.445936530833032,78.49,3,27487.6888024332,3,0.136461853886764,3734,Significant_Damage_And_Serious_Injuries
4305,27.8538812785388,17,6,76.5724703737466,0.233531193653083,83.94,7,32213.6960035099,3,0.0031154929534734,2350,Significant_Damage_And_Serious_Injuries
6218,53.8812785388128,12,8,70.1002734731085,0.228482509917057,75.05,5,20520.7410460176,4,0.0146382192559913,11078,Minor_Damage_And_Injuries
4893,46.6666666666667,14,3,48.9061075660894,0.541140281283808,83.12,2,27716.3461658188,1,0.376057124267334,2566,Highly_Fatal_And_Damaging
2403,35.9817351598173,11,4,74.2935278030994,0.263823296069239,82.2,4,32729.3914910183,2,0.0600821670394064,3983,Highly_Fatal_And_Damaging
3255,39.4520547945205,13,0,53.0993618960802,0.269232600072124,77.92,3,26685.2963627824,1,0.132638956145098,2242,Minor_Damage_And_Injuries
8429,40.7762557077626,9,0,68.7329079307201,0.146261089073206,81.53,4,19364.5453914156,2,0.0359881742898631,1907,Highly_Fatal_And_Damaging
3641,15.9817351598174,17,13,61.5314494074749,0.476589253516048,77.75,1,40593.9088572889,2,1.49336645053839,6169,Highly_Fatal_And_Damaging
738,25.8904109589041,14,1,42.8441203281678,0.409874504147133,78.91,4,40296.8160759999,1,0.074467291238389,11925,Significant_Damage_And_Fatalities
8670,35.9817351598173,11,4,78.0765724703738,0.20576343310494,76.89,2,26232.9881442637,2,0.354201915427497,8691,Highly_Fatal_And_Damaging
8259,32.1917808219178,12,10,94.8495897903373,0.192781103498016,80.21,4,21267.7043733175,2,0.0388511850530627,7501,Highly_Fatal_And_Damaging
8375,21.9178082191781,18,12,75.1595259799453,0.428626758023801,87.43,6,34859.8063971959,0,0.0091707211981715,11470,Significant_Damage_And_Serious_Injuries
1378,48.310502283105,10,6,85.8705560619873,0.260217093400649,82.66,6,32213.6960035099,2,0.0082036562864502,6107,Significant_Damage_And_Serious_Injuries
8350,38.4474885844749,13,1,56.1531449407475,0.413480706815723,80.77,2,31433.1171716929,3,0.426934615801289,2882,Minor_Damage_And_Injuries
503,46.62100456621,19,19,80.4010938924339,0.247234763793725,83.22,6,5513.58652800857,5,0.0027925418240612,7400,Significant_Damage_And_Fatalities
6534,50.7305936073059,10,16,70.1914311759344,0.394007212405337,76.98,3,20375.8154327724,3,0.101046350893538,9873,Significant_Damage_And_Serious_Injuries
968,15.9817351598174,17,5,82.5888787602553,0.279329967544176,79.88,1,47235.0426420563,4,1.73575874706691,2432,Highly_Fatal_And_Damaging
7990,35.5251141552511,14,8,74.7493163172288,0.281133068878471,82.49,3,32708.1391417124,2,0.164009610870493,11191,Significant_Damage_And_Serious_Injuries
8957,39.3607305936073,16,7,67.4111212397448,0.312867652362062,81.15,2,30955.5308494645,2,0.420569864297446,9603,Minor_Damage_And_Injuries
4128,33.7442922374429,18,6,54.1932543299909,0.592348359177785,79.2,3,31061.9466627436,4,0.154648326213696,12298,Minor_Damage_And_Injuries
1668,51.0502283105023,10,0,37.8304466727438,0.605691309051569,80.09,1,45255.7007356902,3,1.70002688793202,9350,Minor_Damage_And_Injuries
1107,34.0182648401826,15,0,21.1485870556062,0.882647673999279,78.37,5,20326.1432622538,3,0.0139893150588248,3117,Minor_Damage_And_Injuries
307,51.0502283105023,10,0,69.8268003646308,0.280051208077894,81.09,6,38924.6214354371,3,0.0101249384175377,3421,Significant_Damage_And_Serious_Injuries
6519,38.4474885844749,17,9,73.746581586144,0.294836639019113,81.62,4,17117.8257190775,2,0.0311441175214931,2479,Minor_Damage_And_Injuries
1301,49.7260273972603,10,10,59.024612579763,0.360108907320591,78.75,4,13364.5100535046,3,0.0250399969857958,8727,Significant_Damage_And_Serious_Injuries
7523,40.2283105022831,13,0,62.9443938012762,0.358305805986296,78.71,3,28742.1312654465,2,0.142927068408558,5646,Significant_Damage_And_Serious_Injuries
507,13.37899543379,18,13,53.8742023701003,0.473704291381176,76.8,5,34198.7569609193,2,0.0230472338312019,9842,Significant_Damage_And_Fatalities
9866,45.4794520547945,11,2,59.4804010938925,0.451345834835918,80.66,6,27486.6947438252,1,0.0064686858374947,10347,Significant_Damage_And_Serious_Injuries
5819,55.0228310502283,9,8,64.1750227894257,0.462885683375405,80.71,7,40277.3094684945,3,0.0036544516632448,9121,Significant_Damage_And_Serious_Injuries
3065,59.9086757990868,11,17,79.5806745670009,0.292672917417959,77.99,2,17326.7709003087,3,0.232539481970194,8454,Minor_Damage_And_Injuries
4567,38.2648401826484,10,1,67.8213309024613,0.421053732419762,83.22,3,25829.3853916475,3,0.128263029713891,4900,Highly_Fatal_And_Damaging
7873,70.3196347031963,7,0,82.9079307201459,0.188453660295708,79.79,4,35819.066500176,4,0.0648774547016707,11146,Minor_Damage_And_Injuries
1832,30.1826484018265,12,0,50.5013673655424,0.35686332491886,77.21,6,32058.503196196,3,0.0079418934963305,5418,Significant_Damage_And_Fatalities
6753,61.324200913242,10,1,57.6572470373747,0.399055896141363,79.56,2,30028.2840811135,1,0.404577060303128,11407,Minor_Damage_And_Injuries
9050,32.9223744292237,12,7,57.7484047402006,0.394007212405337,84.14,4,29784.7464710627,2,0.0546421866657251,4511,Highly_Fatal_And_Damaging
9790,40.5479452054794,9,10,85.9617137648131,0.231367472051929,81.24,1,22102.0385431341,2,0.814746310734396,11410,Highly_Fatal_And_Damaging
9617,30.0,16,10,47.8122151321787,0.515896862603678,81.18,3,47495.1695288751,3,0.236847335689612,8128,Minor_Damage_And_Injuries
3061,70.5022831050228,11,5,40.154968094804,0.46144320230797,76.05,7,26005.3229868944,2,0.0022795111625947,6273,Significant_Damage_And_Fatalities
40,47.8995433789954,14,1,97.9945305378305,0.209009015506671,77.52,2,21526.3242501482,2,0.30011361651155,6514,Minor_Damage_And_Injuries
792,53.9269406392694,12,17,75.2506836827712,0.301327803822575,75.05,5,41509.545282458,0,0.0274588417728177,10828,Minor_Damage_And_Injuries
9383,48.0821917808219,11,2,64.9042844120328,0.250840966462315,78.72,3,29887.2364975067,1,0.149717568801361,11253,Significant_Damage_And_Serious_Injuries
721,65.4337899543379,12,4,71.1941659070192,0.2923122971511,86.97,7,31484.4366438126,2,0.0026935419028164,8660,Significant_Damage_And_Fatalities
7062,59.5433789954338,14,1,65.1321786690975,0.304573386224305,78.7,7,47024.4256143477,1,0.0037500668344686,1580,Significant_Damage_And_Fatalities
5786,54.4748858447489,9,4,53.6463081130356,0.250119725928597,80.33,5,44671.269021864,2,0.0294822052768993,10592,Minor_Damage_And_Injuries
1949,47.3059360730593,7,0,70.8751139471286,0.323686260367832,75.88,4,29978.3820723515,1,0.055119247113463,5763,Highly_Fatal_And_Damaging
5628,43.0593607305936,9,1,82.3609845031905,0.358305805986296,83.82,4,41920.2471614135,2,0.0765923031796364,9904,Highly_Fatal_And_Damaging
6076,24.8858447488584,17,17,37.739288969918,0.399416516408222,80.71,2,30393.2366090176,2,0.408795983721773,9964,Minor_Damage_And_Injuries
1143,72.1004566210046,10,2,66.3172288058341,0.298803461954562,80.03,7,26000.0167307859,2,0.0023000441828324,10715,Significant_Damage_And_Fatalities
3377,42.8310502283105,15,18,72.2424794895169,0.205042192571222,80.05,1,28923.9002638104,1,1.06396431734775,4398,Minor_Damage_And_Injuries
2896,40.5479452054794,20,0,60.1640838650866,0.375615578795528,78.09,7,32880.4096681099,1,0.0031164589957626,2305,Significant_Damage_And_Fatalities
1952,41.9634703196347,12,8,49.8632634457612,0.337029210241615,80.44,3,42607.0710974919,2,0.210513625790142,3543,Minor_Damage_And_Injuries
2985,69.7260273972603,8,2,70.464904284412,0.322965019834114,77.82,5,44362.5365040698,1,0.0297744341253541,5839,Minor_Damage_And_Injuries
565,44.8858447488584,15,3,60.7110300820419,0.318276956364948,78.77,3,31716.2273185735,4,0.155473833405764,1729,Minor_Damage_And_Injuries
2864,34.6118721461187,11,5,59.3892433910666,0.390761630003606,80.27,2,32793.2571499654,1,0.442575446115247,4359,Highly_Fatal_And_Damaging
6930,42.283105022831,16,28,65.1321786690975,0.248316624594302,83.03,2,23749.0360451638,3,0.318991757762705,11866,Minor_Damage_And_Injuries
4875,41.5525114155251,13,4,66.4539653600729,0.366239451857194,81.27,1,26622.2917360185,3,0.977273485934279,11161,Significant_Damage_And_Serious_Injuries
1258,46.8493150684931,18,0,57.7484047402006,0.448100252434187,82.0,7,41187.0679632975,2,0.0039451902687202,2171,Significant_Damage_And_Fatalities
8306,35.3881278538813,18,3,63.9015496809481,0.262741435268662,78.4,4,26880.3421862433,3,0.049008374205047,11419,Minor_Damage_And_Injuries
7607,26.7123287671233,13,2,57.6116681859617,0.438002884962135,85.26,6,35808.7534386445,4,0.0086906732802662,5448,Highly_Fatal_And_Damaging
6398,44.337899543379,15,5,59.8906107566089,0.33883231157591,80.39,2,25874.9657521701,2,0.35017958188076,689,Minor_Damage_And_Injuries
3832,51.7351598173516,7,6,76.207839562443,0.335226108907321,81.78,7,40526.0175006294,3,0.0036541824690178,9413,Highly_Fatal_And_Damaging
3076,30.9132420091324,16,0,76.5268915223336,0.386434186801298,79.81,3,23102.2576815429,2,0.114217417558227,3770,Significant_Damage_And_Serious_Injuries
4358,21.2328767123288,15,4,69.0519598906108,0.325849981968986,79.48,4,50517.1199137983,3,0.0949573213366051,283,Highly_Fatal_And_Damaging
1658,50.2739726027397,16,0,70.6016408386509,0.36046952758745,83.5,7,54279.8866136332,1,0.0044289702451501,5440,Significant_Damage_And_Fatalities
388,25.5707762557078,14,10,63.9927073837739,0.334504868373603,78.85,4,30349.9564226895,3,0.0562028167670757,4420,Highly_Fatal_And_Damaging
8692,45.2054794520548,15,1,81.8140382862352,0.338111071042192,79.54,5,34289.0143128188,1,0.0236089231156199,1967,Minor_Damage_And_Injuries
4854,40.1826484018265,10,13,55.2415679124886,0.430790479624955,76.07,4,50314.7204576381,3,0.0958258956683562,1575,Significant_Damage_And_Fatalities
3658,37.6712328767123,14,0,68.049225159526,0.240022358456545,78.21,3,20061.5449045476,2,0.0983522686654718,1216,Significant_Damage_And_Serious_Injuries
861,22.3744292237443,18,5,62.8076572470374,0.400498377208799,76.87,3,20743.3374704144,2,0.103606695084652,11457,Significant_Damage_And_Serious_Injuries
752,43.9269406392694,15,0,79.2160437556974,0.223433826181031,81.73,5,31078.8333618556,4,0.0199701051798232,10591,Minor_Damage_And_Injuries
2724,54.7488584474886,9,6,74.0200546946217,0.25264406779661,78.64,6,18103.7897133572,1,0.0047923018675796,8789,Significant_Damage_And_Serious_Injuries
272,62.0547945205479,14,9,73.0173199635369,0.290148575549946,78.7,3,32463.032918282,3,0.161857417023106,9533,Significant_Damage_And_Fatalities
7188,55.0228310502283,15,3,66.7274384685506,0.340274792643346,79.89,7,26687.7213183341,3,0.0024140516354806,11478,Significant_Damage_And_Fatalities
6008,1.41552511415525,21,5,64.1294439380128,0.419611251352326,81.93,4,36844.8682699557,2,0.0674837302135489,5321,Highly_Fatal_And_Damaging
1250,24.3835616438356,14,4,80.4466727438469,0.375976199062387,80.64,1,35522.8141162109,2,1.30897084115327,8693,Highly_Fatal_And_Damaging
9348,34.5205479452055,14,6,74.7493163172288,0.322604399567255,77.53,6,20974.9596464329,1,0.005761944292557,9182,Significant_Damage_And_Serious_Injuries
6355,38.0365296803653,10,1,53.2360984503191,0.584775333573747,79.58,5,24122.8234182072,1,0.0166987552175787,4400,Significant_Damage_And_Fatalities
4989,48.1735159817352,11,3,76.8915223336372,0.381746123332131,77.81,2,28671.2954228205,2,0.389545009608015,6483,Significant_Damage_And_Serious_Injuries
2729,23.7899543378995,14,23,65.9981768459435,0.422135593220339,78.55,1,12542.5506074795,3,0.202495647194575,2271,Highly_Fatal_And_Damaging
6145,29.9543378995434,16,0,65.1321786690975,0.396892174540209,80.12,6,38525.4141826784,2,0.0100523656008629,8255,Significant_Damage_And_Serious_Injuries
3891,51.1872146118721,10,7,69.7812215132179,0.350372160115398,79.69,2,38384.4318243461,1,0.520190230407246,8403,Significant_Damage_And_Serious_Injuries
4598,37.8082191780822,14,5,71.9234275296263,0.183044356292824,76.39,3,47141.2263132954,1,0.234985280834006,5544,Significant_Damage_And_Serious_Injuries
3753,40.8675799086758,13,0,58.5232452142206,0.312507032095204,81.92,3,35800.9556617624,2,0.178747299033169,5918,Significant_Damage_And_Serious_Injuries
9401,16.1187214611872,17,13,61.5314494074749,0.476589253516048,83.1,4,19618.548566256,1,0.0353962611529476,9923,Highly_Fatal_And_Damaging
2292,34.7945205479452,14,5,61.5770282588879,0.512290659935088,76.07,3,36736.6428204931,0,0.183310929287326,7087,Significant_Damage_And_Serious_Injuries
8377,37.8538812785388,14,5,71.9234275296263,0.27788748647674,76.96,3,35906.4415472225,1,0.178379781209281,11477,Significant_Damage_And_Serious_Injuries
9133,41.5068493150685,19,11,65.9981768459435,0.426823656689506,78.67,7,21725.9744764813,2,0.0017182399173195,12362,Significant_Damage_And_Fatalities
50,52.6027397260274,13,2,47.538742023701,0.487768481788677,84.13,6,31631.2308275437,1,0.0081179079084897,6499,Highly_Fatal_And_Damaging
2476,22.7397260273973,14,6,59.7994530537831,0.377418680129823,78.16,4,43204.1689916855,1,0.0791311957739559,1339,Highly_Fatal_And_Damaging
9324,50.2283105022831,10,4,37.8304466727438,0.542582762351244,80.25,5,27780.3160869946,3,0.018521059027815,2198,Minor_Damage_And_Injuries
8705,39.3607305936073,13,17,73.3363719234275,0.333423007573026,78.68,3,32560.2901155059,1,0.162427777021466,9067,Significant_Damage_And_Serious_Injuries
7646,47.4885844748858,10,0,66.9097538742024,0.420332491886044,79.34,1,26600.5288297051,1,0.969928358500008,10969,Minor_Damage_And_Injuries
360,57.7625570776256,11,1,61.5314494074749,0.406268301478543,79.29,2,29386.7443525158,1,0.39921783951487,1246,Minor_Damage_And_Injuries
4021,28.8584474885845,13,6,51.2762078395624,0.422496213487198,87.0,4,29784.7464710627,1,0.0546421866657251,2811,Significant_Damage_And_Fatalities
6196,50.5022831050228,13,22,45.897903372835,0.804753696357736,77.55,2,24034.9567110232,0,0.328620657287925,5927,Highly_Fatal_And_Damaging
3651,33.3333333333333,15,3,63.9015496809481,0.287624233681933,79.96,3,40724.08357913,2,0.200477177659557,7777,Significant_Damage_And_Serious_Injuries
5856,44.703196347032,8,10,62.1695533272562,0.345323476379372,78.47,1,51183.8825645968,1,1.88294981148486,8120,Highly_Fatal_And_Damaging
6346,32.1917808219178,12,0,72.2424794895169,0.32116191849982,76.3,2,38661.0770201153,2,0.52135290526144,8864,Highly_Fatal_And_Damaging
8444,27.6255707762557,13,5,62.6253418413856,0.458918860439956,79.3,1,43221.1122552617,4,1.60962628025298,11796,Highly_Fatal_And_Damaging
9,52.2374429223744,6,4,57.4293527803099,0.465410025243419,79.56,1,37933.3990008527,1,1.38929549655495,6324,Significant_Damage_And_Serious_Injuries
1471,35.5251141552511,18,0,79.1704649042844,0.32116191849982,80.39,2,26701.689501,2,0.362071260670276,7413,Minor_Damage_And_Injuries
8776,45.8904109589041,11,3,82.9079307201459,0.346405337179949,77.63,6,26954.6667963309,3,0.0066561179659647,2537,Significant_Damage_And_Serious_Injuries
998,28.8584474885845,13,3,53.6007292616226,0.497505228993869,77.83,1,17307.2747036961,1,0.636699054619635,6960,Significant_Damage_And_Fatalities
9355,15.4337899543379,17,9,60.1640838650866,0.298082221420844,78.05,4,26687.1039287626,1,0.0492519989432694,10120,Highly_Fatal_And_Damaging
2271,56.7579908675799,8,5,74.7037374658159,0.233531193653083,78.67,6,41528.151296693,2,0.0101532118856562,219,Significant_Damage_And_Serious_Injuries
5153,50.0456621004566,16,7,59.7994530537831,0.465770645510278,78.5,7,21725.9744764813,0,0.0016548362893203,6746,Significant_Damage_And_Fatalities
5546,38.4474885844749,10,2,56.1531449407475,0.345684096646231,79.31,4,38050.4413138882,0,0.0690777355402737,5178,Significant_Damage_And_Fatalities
9560,40.6392694063927,16,7,62.7164995442115,0.339192931842769,77.38,1,22002.7278267057,1,0.815688882056823,10994,Minor_Damage_And_Injuries
9113,58.8584474885845,14,7,62.7164995442115,0.402301478543094,81.88,5,33138.5437445535,2,0.021602470060268,371,Significant_Damage_And_Fatalities
4492,32.5570776255708,12,33,75.2506836827712,0.405547060944825,77.49,1,45265.3882053258,3,1.66834320727201,1810,Highly_Fatal_And_Damaging
4082,36.1187214611872,11,7,58.7967183226983,0.41816877028489,78.06,4,34804.2208097873,3,0.0645381425247153,11075,Highly_Fatal_And_Damaging
5197,58.9954337899543,14,4,67.4567000911577,0.245071042192571,82.09,4,25419.8015193351,2,0.0471095016808403,6896,Significant_Damage_And_Fatalities
8474,42.1004566210046,20,2,69.8723792160438,0.307818968626037,79.27,1,38288.4040060295,2,1.41399626399471,620,Significant_Damage_And_Fatalities
466,46.027397260274,15,3,78.0765724703738,0.258774612333213,80.33,4,37085.8747636847,4,0.0675585123833132,3556,Minor_Damage_And_Injuries
9569,19.9543378995434,16,5,65.8158614402917,0.236776776054814,81.82,2,24689.7201921484,0,0.337051194340624,10985,Highly_Fatal_And_Damaging
8339,57.9908675799087,11,1,66.6362807657247,0.415644428416877,81.78,2,37749.2312463216,1,0.513039501471087,11118,Minor_Damage_And_Injuries
766,41.3698630136986,19,2,59.7538742023701,0.46829498737829,79.66,7,34452.597870784,4,0.0033398864703658,2675,Significant_Damage_And_Fatalities
3292,35.4337899543379,11,34,60.0273473108478,0.527797331410025,74.82,2,46273.2400084029,1,0.628574319565372,281,Highly_Fatal_And_Damaging
4607,14.8858447488584,17,10,61.2579762989973,0.501472051929318,81.0,1,10115.9216675063,0,0.439207928563992,9050,Highly_Fatal_And_Damaging
2480,61.7808219178082,13,13,75.7520510483136,0.39292535160476,79.18,7,45795.5029606522,4,0.0042971745609235,2607,Significant_Damage_And_Fatalities
3835,42.9680365296804,9,24,82.3609845031905,0.395810313739632,80.83,7,25796.9485308804,0,0.0024765215834295,5177,Highly_Fatal_And_Damaging
1787,44.4292237442922,12,3,53.7374658158614,0.312867652362062,80.25,3,33608.5561174855,2,0.167563588643247,12037,Minor_Damage_And_Injuries
4617,51.9178082191781,13,11,81.4494074749317,0.392204111071042,82.08,5,37477.5074617678,1,0.0242450616027844,3263,Minor_Damage_And_Injuries
8036,25.2511415525114,14,8,38.9699179580674,0.707746844572664,78.46,4,40671.2750670239,1,0.0735227854053321,9773,Significant_Damage_And_Fatalities
300,49.3607305936073,10,10,70.1914311759344,0.394007212405337,76.2,2,25019.9299511302,2,0.338607930649641,2218,Significant_Damage_And_Serious_Injuries
7313,29.4063926940639,13,13,67.7301731996354,0.375615578795528,87.51,4,34859.8063971959,0,0.0637237663805801,267,Highly_Fatal_And_Damaging
9086,42.4200913242009,12,19,35.2780309936189,0.705583122971511,79.81,6,28108.6735227329,1,0.0070167134895417,2267,Significant_Damage_And_Serious_Injuries
1260,68.1278538812785,8,11,49.4074749316317,0.456755138838803,83.17,2,33490.6228695162,1,0.456771632508646,8560,Highly_Fatal_And_Damaging
7368,40.5479452054794,20,2,74.0656335460346,0.306737107825459,79.27,7,14087.1313421428,4,0.0007507381653966,7552,Significant_Damage_And_Fatalities
4565,73.37899543379,7,2,70.0546946216956,0.381746123332131,77.34,2,31638.629323934,3,0.429074922493588,688,Minor_Damage_And_Injuries
4997,76.6666666666667,6,29,64.8131267092069,0.399055896141363,76.1,3,26733.763247326,2,0.133339847407303,9800,Minor_Damage_And_Injuries
54,30.4566210045662,16,0,76.5268915223336,0.239661738189686,78.84,6,37178.3769732465,2,0.0091635658666966,12089,Significant_Damage_And_Serious_Injuries
4391,70.6392694063927,11,0,86.8277119416591,0.188453660295708,79.71,2,46540.2467885055,3,0.637457086688145,1145,Significant_Damage_And_Fatalities
7352,30.7305936073059,19,1,74.9316317228806,0.337750450775333,79.89,6,38525.4141826784,2,0.0098704950894777,6263,Minor_Damage_And_Injuries
798,63.1963470319635,13,19,71.3764813126709,0.335586729174179,82.71,7,28715.6839316491,2,0.0027613913586809,11447,Significant_Damage_And_Fatalities
4346,68.4018264840182,8,3,56.1987237921604,0.546910205553552,79.21,2,35004.0541195592,1,0.473371436510231,724,Highly_Fatal_And_Damaging
5363,62.5114155251141,13,29,71.3764813126709,0.17330760908763,79.38,7,35684.8827698476,2,0.0031679180240907,1719,Significant_Damage_And_Fatalities
2178,64.2922374429224,9,0,65.4968094804011,0.578644789037144,89.82,1,18897.2774645504,1,0.703984357896898,6603,Minor_Damage_And_Injuries
7510,47.8538812785388,14,7,80.0820419325433,0.283296790479625,83.56,2,20432.2797281007,3,0.274727998472217,6787,Minor_Damage_And_Injuries
5380,66.4840182648402,12,4,71.1941659070192,0.297721601153985,84.49,7,33311.1730562469,2,0.003096220310379,7943,Significant_Damage_And_Fatalities
9280,59.4063926940639,11,9,49.5897903372835,0.471540569780022,80.53,5,8981.31545951776,2,0.0025979797481065,6492,Highly_Fatal_And_Damaging
3844,34.7488584474886,14,5,62.0783956244303,0.408071402812838,79.09,4,22429.3371752232,2,0.0409263541820256,5641,Significant_Damage_And_Serious_Injuries
8019,32.8767123287671,18,7,54.5578851412944,0.372009376126938,79.53,2,32417.9301673667,4,0.438728976114531,7831,Minor_Damage_And_Injuries
6531,4.29223744292237,20,0,77.3473108477666,0.23461305445366,76.44,1,27416.3947488109,1,1.00601550493634,2940,Highly_Fatal_And_Damaging
4443,17.4429223744292,16,4,92.9352780309936,0.185208077893978,79.98,1,21662.1727035104,3,0.79055360627557,11101,Highly_Fatal_And_Damaging
613,45.8904109589041,19,7,62.6253418413856,0.257332131265777,79.81,2,34076.4536138475,1,0.462514456126825,8659,Significant_Damage_And_Fatalities
1701,43.1963470319635,15,2,38.3318140382862,0.759315542733501,80.47,7,35769.9337769873,1,0.0030193846603351,3755,Highly_Fatal_And_Damaging
8337,26.5753424657534,17,2,82.0875113947128,0.221630724846736,78.7,2,35996.0359317606,2,0.484710456352861,8947,Significant_Damage_And_Serious_Injuries
781,37.5799086757991,10,12,65.7247037374658,0.305294626758024,78.29,7,20692.5240026338,2,0.0016033383209366,10005,Highly_Fatal_And_Damaging
3617,34.3835616438356,15,2,68.3226982680037,0.258774612333213,76.93,1,28202.759653544,1,1.04371906696974,8669,Significant_Damage_And_Serious_Injuries
4018,15.1598173515982,17,0,78.0309936189608,0.247234763793725,79.51,4,33822.1986231116,3,0.0620699590838415,6883,Highly_Fatal_And_Damaging
2105,30.3196347031963,13,0,82.9079307201459,0.283296790479625,77.09,3,33924.8014530873,1,0.168173042884736,8440,Highly_Fatal_And_Damaging
8261,22.1004566210046,15,3,55.6973564266181,0.39292535160476,76.51,4,20862.6343445671,3,0.0384517831023515,7531,Significant_Damage_And_Fatalities
8435,27.1689497716895,13,4,54.1932543299909,0.599560764514966,82.27,3,26959.6131745727,3,0.134776272774932,11747,Highly_Fatal_And_Damaging
1902,59.4063926940639,11,1,66.5451230628988,0.40013775694194,79.8,2,40101.8250426003,0,0.541604994410513,6441,Minor_Damage_And_Injuries
2792,31.9178082191781,12,14,75.1139471285324,0.22740064911648,82.53,4,37066.9622418898,0,0.0679180602164867,2782,Highly_Fatal_And_Damaging
1576,43.607305936073,12,2,43.8468550592525,0.413120086548864,75.98,3,24707.1969908956,2,0.122682626056329,5484,Significant_Damage_And_Serious_Injuries
1552,26.7123287671233,17,3,62.0328167730173,0.452067075369635,80.19,3,18241.0570937703,1,0.0920649095425722,10321,Minor_Damage_And_Injuries
35,14.5205479452055,17,3,55.6061987237922,0.309982690227191,77.18,2,31365.239571318,3,0.424482358116853,6809,Significant_Damage_And_Fatalities
9728,47.7625570776256,14,1,70.1458523245214,0.493899026325279,78.42,6,17413.5798864138,1,0.0045712897323785,943,Minor_Damage_And_Injuries
7830,55.2511415525114,9,10,66.2716499544212,0.395449693472773,84.19,7,38745.5763009153,0,0.0037027802441402,11642,Significant_Damage_And_Serious_Injuries
1699,42.5114155251142,16,0,64.4940747493163,0.354699603317706,76.36,2,38079.8427477091,3,0.515462917300368,6193,Minor_Damage_And_Injuries
4838,57.0776255707762,8,9,80.4922515952598,0.502914532996754,77.55,3,31035.6551968925,1,0.154517428712914,9041,Significant_Damage_And_Serious_Injuries
5387,46.2100456621004,11,1,85.5970829535096,0.270314460872701,76.17,6,14582.4606952481,1,0.0037615391463011,664,Significant_Damage_And_Serious_Injuries
5649,51.4155251141552,17,7,54.7857793983592,0.4506245943022,78.87,2,31075.0293884329,3,0.420569864297446,10397,Significant_Damage_And_Serious_Injuries
4749,34.337899543379,11,6,45.8067456700091,0.456755138838803,77.9,2,19136.0861004631,2,0.262284440356596,3089,Significant_Damage_And_Fatalities
5772,32.5570776255708,12,0,48.9061075660894,0.556286332491886,77.86,6,25352.4546389027,2,0.0059295934939976,8480,Highly_Fatal_And_Damaging
8878,57.4885844748858,11,11,49.6353691886965,0.354338983050847,82.81,2,37871.0557631729,3,0.513268538032724,7640,Minor_Damage_And_Injuries
853,50.365296803653,13,5,68.869644484959,0.284739271547061,78.74,5,36028.4975935607,3,0.0245406632757047,3198,Minor_Damage_And_Injuries
